INPUT:sent1;INPUT:sent2;INPUT:premise;INPUT:question;OUTPUT:variant;HINT:text;ASSIGNMENT:assignment_id;ASSIGNMENT:task_suite_id;ASSIGNMENT:worker_id;ASSIGNMENT:status;ASSIGNMENT:started
Я занял место.;Я просмотрел журнал.;Мне пришлось ждать в очереди.;Что случилось в результате?;0;;0000b4a8a2--5e707f25e369f101187a1764;0000b4a8a2--5e707d5a1fcfde011aac08e1;629cfef5c6b2c2ae0fcf39c39603bb13;APPROVED;2020-03-17T07:41:25.979
Муха с жужжанием улетела прочь.;Муха осталась на месте.;Мужчина замахнулся на муху.;Что случилось в результате?;0;;0000b4a8a2--5e707f25e369f101187a1764;0000b4a8a2--5e707d5a1fcfde011aac08e1;629cfef5c6b2c2ae0fcf39c39603bb13;APPROVED;2020-03-17T07:41:25.979
Он умирал.;Он был вдовец.;Мужчина написал завещание.;Что стало причиной этого?;0;;0000b4a8a2--5e707f25e369f101187a1764;0000b4a8a2--5e707d5a1fcfde011aac08e1;629cfef5c6b2c2ae0fcf39c39603bb13;APPROVED;2020-03-17T07:41:25.979
Они устали спорить.;Они избегают обсуждения проблемы.;Пара решила пойти на компромисс.;Что стало причиной этого?;0;;0000b4a8a2--5e707f2705a5060126babd26;0000b4a8a2--5e707d5a1fcfde011aac093f;62ade28ebf09132414a88d148e149eb0;APPROVED;2020-03-17T07:41:27.120
Она наняла менеджера предвыборной кампании.;Она свидетельствовала в суде.;Женщина решила баллотироваться на государственные должности.;Что случилось в результате?;0;;0000b4a8a2--5e707f2705a5060126babd26;0000b4a8a2--5e707d5a1fcfde011aac093f;62ade28ebf09132414a88d148e149eb0;APPROVED;2020-03-17T07:41:27.120
Он упаковал тёплую одежду в свой чемодан.;Он путешествовал с большим чемоданом.;Человек ожидал, что во время его поездки погода будет холодной.;Что случилось в результате?;1;;0000b4a8a2--5e707f2705a5060126babd26;0000b4a8a2--5e707d5a1fcfde011aac093f;62ade28ebf09132414a88d148e149eb0;APPROVED;2020-03-17T07:41:27.120
Он поднял руку.;Он ушёл прочь.;Ученик знал ответ на вопрос.;Что случилось в результате?;0;;0000b4a8a2--5e707f2705a5060126babd26;0000b4a8a2--5e707d5a1fcfde011aac093f;62ade28ebf09132414a88d148e149eb0;APPROVED;2020-03-17T07:41:27.120
Пыль попала в глаза.;Он надел очки на глаза.;Глаза человека заслезились.;Что стало причиной этого?;0;;0000b4a8a2--5e707f2705a5060126babd26;0000b4a8a2--5e707d5a1fcfde011aac093f;62ade28ebf09132414a88d148e149eb0;APPROVED;2020-03-17T07:41:27.120
Он нёс рюкзак.;Он был в неоновом жилете.;Человек выделялся в толпе.;Что стало причиной этого?;1;;0000b4a8a2--5e707f2732ecfe0128be7ebb;0000b4a8a2--5e707d5a1fcfde011aac08fb;7a903313bd37598709a4cf867083627d;APPROVED;2020-03-17T07:41:27.565
Он закончил свои показания.;Он был обвинён в лжесвидетельстве.;Свидетель солгал под присягой.;Что случилось в результате?;1;;0000b4a8a2--5e707f2732ecfe0128be7ebb;0000b4a8a2--5e707d5a1fcfde011aac08fb;7a903313bd37598709a4cf867083627d;APPROVED;2020-03-17T07:41:27.565
Она хотела обновить свой образ.;Она хотела слиться с толпой.;Женщина покрасила волосы.;Что стало причиной этого?;0;;0000b4a8a2--5e707f2732ecfe0128be7ebb;0000b4a8a2--5e707d5a1fcfde011aac08fb;7a903313bd37598709a4cf867083627d;APPROVED;2020-03-17T07:41:27.565
Они нашли работу.;Они были депортированы.;Нелегально проживающие в стране иммигранты были пойманы.;Что случилось в результате?;1;;0000b4a8a2--5e707f2732ecfe0128be7ebb;0000b4a8a2--5e707d5a1fcfde011aac08fb;7a903313bd37598709a4cf867083627d;APPROVED;2020-03-17T07:41:27.565
Зрители смеялись.;Весь зал встал.;Оратор пошутил.;Что случилось в результате?;0;;0000b4a8a2--5e707f2732ecfe0128be7ebb;0000b4a8a2--5e707d5a1fcfde011aac08fb;7a903313bd37598709a4cf867083627d;APPROVED;2020-03-17T07:41:27.565
Она играла в шашки.;Она прыгала через верёвочку.;У девочки кончились силы.;Что стало причиной этого?;1;;0000b4a8a2--5e707f2832ecfe0128be7ebf;0000b4a8a2--5e707d5a1fcfde011aac0942;e6cddef68ec795548833ede6e8e789b9;APPROVED;2020-03-17T07:41:28.499
В очередь встало больше людей.;Она уходила из очереди.;Женщина потеряла своё место в очереди.;Что стало причиной этого?;1;;0000b4a8a2--5e707f2832ecfe0128be7ebf;0000b4a8a2--5e707d5a1fcfde011aac0942;e6cddef68ec795548833ede6e8e789b9;APPROVED;2020-03-17T07:41:28.499
Ребёнок пускал слюни на её нагрудник.;Ребёнок испачкал памперс.;Девушка зажала нос.;Что стало причиной этого?;1;;0000b4a8a2--5e707f2832ecfe0128be7ebf;0000b4a8a2--5e707d5a1fcfde011aac0942;e6cddef68ec795548833ede6e8e789b9;APPROVED;2020-03-17T07:41:28.499
Зрители хлопали в такт музыке.;Публика вежливо слушала и молчала.;Группа исполнила свой хит.;Что случилось в результате?;0;;0000b4a8a2--5e707f2832ecfe0128be7ebf;0000b4a8a2--5e707d5a1fcfde011aac0942;e6cddef68ec795548833ede6e8e789b9;APPROVED;2020-03-17T07:41:28.499
Девушка осталась после уроков в качестве наказания.;Девушка принесла учителю яблоко.;Девушка хотела поблагодарить своего учителя по математике.;Что случилось в результате?;1;;0000b4a8a2--5e707f2832ecfe0128be7ebf;0000b4a8a2--5e707d5a1fcfde011aac0942;e6cddef68ec795548833ede6e8e789b9;APPROVED;2020-03-17T07:41:28.499
Мяч оказался в лунке.;Мяч откатился обратно к игроку.;Игрок направил мяч в лунку.;Что случилось в результате?;0;;0000b4a8a2--5e707f286c8de8499682ff2e;0000b4a8a2--5e707d5a1fcfde011aac08ef;27fb72f040dc791b7a4effc5e33e710b;APPROVED;2020-03-17T07:41:28.873
Я икнул.;Я чихнул.;Я надышался пыли на чердаке.;Что случилось в результате?;1;;0000b4a8a2--5e707f286c8de8499682ff2e;0000b4a8a2--5e707d5a1fcfde011aac08ef;27fb72f040dc791b7a4effc5e33e710b;APPROVED;2020-03-17T07:41:28.873
Покупатель дал ей фальшивые деньги.;Покупатель забыл выключить фары.;Кассир вызвала охрану.;Что стало причиной этого?;0;;0000b4a8a2--5e707f286c8de8499682ff2e;0000b4a8a2--5e707d5a1fcfde011aac08ef;27fb72f040dc791b7a4effc5e33e710b;APPROVED;2020-03-17T07:41:28.873
От мусора плохо пахло на кухне.;Я случайно выбросила мой список покупок.;Я вынесла мусор.;Что стало причиной этого?;0;;0000b4a8a2--5e707f286c8de8499682ff2e;0000b4a8a2--5e707d5a1fcfde011aac08ef;27fb72f040dc791b7a4effc5e33e710b;APPROVED;2020-03-17T07:41:28.873
Дети любовались животными.;Дети преследовали животных.;Семья пошла в зоопарк.;Что случилось в результате?;0;;0000b4a8a2--5e707f286c8de8499682ff2e;0000b4a8a2--5e707d5a1fcfde011aac08ef;27fb72f040dc791b7a4effc5e33e710b;APPROVED;2020-03-17T07:41:28.873
Она хотела научиться рисовать.;Она хотела узнать о других культурах.;Женщина отправилась за границу.;Что стало причиной этого?;1;;0000b4a8a2--5e707f28c4749501278d3b90;0000b4a8a2--5e707d5a1fcfde011aac0931;87fcb2b46b9b310b26ac8fe4679e3992;APPROVED;2020-03-17T07:41:28.877
Его коллега получил повышение.;Его коллега работал допоздна.;Мужчина позавидовал своему коллеге.;Что стало причиной этого?;0;;0000b4a8a2--5e707f28c4749501278d3b90;0000b4a8a2--5e707d5a1fcfde011aac0931;87fcb2b46b9b310b26ac8fe4679e3992;APPROVED;2020-03-17T07:41:28.877
У него была галлюцинация.;У него была медитация.;Мужчина видел пришельцев.;Что стало причиной этого?;0;;0000b4a8a2--5e707f28c4749501278d3b90;0000b4a8a2--5e707d5a1fcfde011aac0931;87fcb2b46b9b310b26ac8fe4679e3992;APPROVED;2020-03-17T07:41:28.877
Он отбеливал их.;Он мыл их шампунем.;Волосы человека стали светлее.;Что стало причиной этого?;0;;0000b4a8a2--5e707f28c4749501278d3b90;0000b4a8a2--5e707d5a1fcfde011aac0931;87fcb2b46b9b310b26ac8fe4679e3992;APPROVED;2020-03-17T07:41:28.877
Она критиковал свои предыдущие работы.;Она ощутила прилив вдохновения.;Художница создала новую работу.;Что стало причиной этого?;1;;0000b4a8a2--5e707f28c4749501278d3b90;0000b4a8a2--5e707d5a1fcfde011aac0931;87fcb2b46b9b310b26ac8fe4679e3992;APPROVED;2020-03-17T07:41:28.877
Она пошла в библиотеку.;Она смотрела на звезды.;Девушка хотела узнать о Солнечной системе.;Что случилось в результате?;0;;0000b4a8a2--5e707f29aedc8301261cb8e6;0000b4a8a2--5e707d5a1fcfde011aac090d;d8cea79050419507969cb3791c4ff027;APPROVED;2020-03-17T07:41:29.884
Я расположил плакат над дверью.;Я прилепил клейкую ленту к задней части плаката.;Плакат приклеился к стене.;Что стало причиной этого?;1;;0000b4a8a2--5e707f29aedc8301261cb8e6;0000b4a8a2--5e707d5a1fcfde011aac090d;d8cea79050419507969cb3791c4ff027;APPROVED;2020-03-17T07:41:29.884
Архитектор построил здание.;Архитектор скорректировал план.;Клиент утвердил архитектору план строительства.;Что случилось в результате?;1;;0000b4a8a2--5e707f29aedc8301261cb8e6;0000b4a8a2--5e707d5a1fcfde011aac090d;d8cea79050419507969cb3791c4ff027;APPROVED;2020-03-17T07:41:29.884
Его рука дрожала.;Он облизал ложку.;Мужчина отложил свою ложку.;Что стало причиной этого?;1;;0000b4a8a2--5e707f29aedc8301261cb8e6;0000b4a8a2--5e707d5a1fcfde011aac090d;d8cea79050419507969cb3791c4ff027;APPROVED;2020-03-17T07:41:29.884
Совет директоров компании был распущен.;Совет директоров нашёл ему замену.;Генеральный директор компании подал в отставку.;Что случилось в результате?;0;;0000b4a8a2--5e707f29aedc8301261cb8e6;0000b4a8a2--5e707d5a1fcfde011aac090d;d8cea79050419507969cb3791c4ff027;APPROVED;2020-03-17T07:41:29.884
Они устали спорить.;Они избегают обсуждения проблемы.;Пара решила пойти на компромисс.;Что стало причиной этого?;0;;0000b4a8a2--5e707f2a9ca47b01255febc8;0000b4a8a2--5e707d5a1fcfde011aac093f;f0b2ba318c6405921ed1cd73bbe591a6;APPROVED;2020-03-17T07:41:30.610
Она наняла менеджера предвыборной кампании.;Она свидетельствовала в суде.;Женщина решила баллотироваться на государственные должности.;Что случилось в результате?;0;;0000b4a8a2--5e707f2a9ca47b01255febc8;0000b4a8a2--5e707d5a1fcfde011aac093f;f0b2ba318c6405921ed1cd73bbe591a6;APPROVED;2020-03-17T07:41:30.610
Он упаковал тёплую одежду в свой чемодан.;Он путешествовал с большим чемоданом.;Человек ожидал, что во время его поездки погода будет холодной.;Что случилось в результате?;0;;0000b4a8a2--5e707f2a9ca47b01255febc8;0000b4a8a2--5e707d5a1fcfde011aac093f;f0b2ba318c6405921ed1cd73bbe591a6;APPROVED;2020-03-17T07:41:30.610
Он поднял руку.;Он ушёл прочь.;Ученик знал ответ на вопрос.;Что случилось в результате?;0;;0000b4a8a2--5e707f2a9ca47b01255febc8;0000b4a8a2--5e707d5a1fcfde011aac093f;f0b2ba318c6405921ed1cd73bbe591a6;APPROVED;2020-03-17T07:41:30.610
